current,voltage,temperature,soc
-0.004393,4.1721,39.561303,99.99995706472448
-3.015,4.0918,39.52088,99.97048976316697
-2.9943,4.0884,39.528654,99.94122477442608
-2.996,4.0855,39.514969,99.911943170623
-2.9936,4.0823,39.51188,99.88268502337836
-3.0055,4.0793,39.510822,99.85331057069808
-3.0191,4.078,39.50241,99.82380319751988
-3.006,4.0757,39.490611,99.79442385805656
-3.0064,4.0741,39.512517,99.76504060916682
-3.0146,4.0714,39.478888,99.73557721703573
-3.0072,4.0703,39.528069,99.70618614929316
-0.000698,4.1425,39.511537,99.70617932734407
0.00057,4.1474,39.515805,99.70618489827672
0.0052,4.1503,39.497285,99.70623572082005
-0.002927,4.1525,39.506313,99.7062071135923
-0.000308,4.1532,39.501604,99.70620410333396
0.005607,4.1534,39.497875,99.70625890371863
0.003335,4.1542,39.507786,99.70629149856131
0.006605,4.1552,39.506781,99.7063560529649
0.002149,4.1561,39.459881,99.70637705635828
-0.003395,4.1554,39.4563,99.70634387510164
-0.00277,4.1572,39.50298,99.70631680232376
0.005587,4.1571,39.527311,99.70637140723711
0.000901,4.1577,39.519683,99.70638021322011
0.000447,4.1573,39.535972,99.70638458200412
0.001886,4.1578,39.502907,99.70640301494964
0.00177,4.1581,39.553018,99.7064203141615
0.00515,4.1574,39.522677,99.70647064802652
0.001288,4.1587,39.515221,99.70648323637955
-0.003527,4.1582,39.538672,99.7064487650122
-0.001351,4.1596,39.525671,99.7064355609245
-0.004613,4.1592,39.536832,99.70639047546445
-0.00243,4.1582,39.549907,99.706366725699
-0.003282,4.1585,39.533842,99.70633464885532
0.005336,4.1596,39.497075,99.7063868006036
-0.005212,4.1605,39.539142,99.7063358607775
-0.001849,4.1594,39.58415,99.70631778945392
0.009057,4.1599,39.558691,99.7064063086414
-0.002217,4.161,39.560606,99.70638464064552
0.003371,4.1588,39.540814,99.7064175873366
0.002578,4.1612,39.523888,99.7064427835898
0.00525,4.1602,39.537306,99.7064940948114
0.002828,4.1595,39.526637,99.70652173445612
0.003164,4.1613,39.523696,99.70655265801902
0.004103,4.1609,39.5066,99.7065927589604
0.00656,4.1607,39.50042,99.70665687355353
0.006257,4.1616,39.514722,99.70671802675612
0.003685,4.1603,39.478099,99.7067540423469
0.007121,4.1611,39.484772,99.70682363991055
-0.000488,4.1603,39.485631,99.70681887041032
0.00579,4.1608,39.497848,99.7068754593576
-0.001949,4.161,39.510677,99.70685641067745
0.003312,4.1617,39.521374,99.7068887807281
0.007378,4.161,39.529198,99.7069608900982
-0.001852,4.1603,39.529568,99.70694278945392
0.007904,4.161,39.540387,99.70702003971977
-0.002431,4.1618,39.533298,99.70699628018076
0.006141,4.1605,39.546103,99.70705629964972
-0.002386,4.1609,39.556038,99.70703297992118
0.005544,4.1608,39.52187,99.70708716457122
0.01322,4.1614,39.524986,99.70721637111404
0.005601,4.1614,39.539238,99.70727111285731
-0.001028,4.1608,39.527639,99.70726106563146
0.002446,4.1608,39.53561,99.70728497177394
-0.003675,4.1615,39.556582,99.70724905391882
0.003691,4.161,39.575493,99.707285128151
