current,voltage,temperature,soc
-0.001587,4.1989,39.497071,99.99998448935072
-1.5091,4.1576,39.497245,99.98523520086631
-1.5124,4.1547,39.469449,99.97045365961408
-1.5084,4.1534,39.469623,99.95571121262589
-1.504,4.1523,39.492328,99.9410117693282
-1.503,4.1507,39.482474,99.92632209959656
-1.5119,4.1502,39.494708,99.91154544512727
-1.5057,4.1475,39.499543,99.89682938676738
-1.5034,4.1466,39.501407,99.8821358076093
-1.5037,4.146,39.521081,99.86743929638143
-1.5131,4.1451,39.508448,99.85265091363296
-1.5077,4.144,39.520117,99.837915308141
-1.5131,4.1433,39.503097,99.8231269253925
-1.5071,4.1426,39.494858,99.80839718404016
-1.5018,4.1418,39.485145,99.79371924258773
-1.5114,4.1414,39.489023,99.77894747490149
-1.504,4.1415,39.502514,99.7642480316038
-1.5086,4.1399,39.525859,99.74950362990242
-1.5059,4.1395,39.524261,99.7347856168293
-1.5054,4.1378,39.507808,99.7200724905392
-1.5088,4.1378,39.517445,99.7053261341246
0.007967,4.1741,39.524944,99.7054040001251
0.003178,4.1781,39.522746,99.70543506051791
-0.000986,4.1791,39.560288,99.70542542378182
-0.00037,4.1806,39.525485,99.7054218075624
-0.002232,4.1811,39.518612,99.70539999296304
0.001003,4.1813,39.553248,99.70540979584976
-0.00165,4.182,39.534574,99.70539366946582
0.002985,4.1818,39.52334,99.7054228435604
-0.001259,4.1826,39.539825,99.70541053864078
0.000402,4.1822,39.523973,99.70541446761432
8.76e-05,4.1833,39.525364,99.7054153237787
0.005289,4.1829,39.519853,99.7054670161694
0.003646,4.184,39.526321,99.7055026505911
0.003416,4.1842,39.547933,99.70553603709264
0.003123,4.185,39.538196,99.70556655993931
-0.002875,4.1839,39.527996,99.705538460937
0.004161,4.1838,39.564503,99.70557912874524
0.004841,4.1849,39.538131,99.70562644257836
0.005306,4.1847,39.522279,99.70567830111966
0.007668,4.1844,39.531824,99.70575324482392
0.003088,4.1845,39.541536,99.7057834255958
-0.00101,4.1844,39.53309,99.70577355429413
0.003605,4.1852,39.502506,99.70580878799964
-0.000749,4.185,39.548537,99.70580146759868
0.003008,4.185,39.568469,99.70583086648529
-0.002114,4.1848,39.567171,99.7058102051667
-0.001476,4.1851,39.559266,99.70579577938324
0.000272,4.1856,39.572998,99.7057984377932
-0.00443,4.1859,39.544488,99.70575514089572
-0.00164,4.1845,39.54923,99.70573911224746
0.001196,4.1869,39.567249,99.70575080143242
-0.00042,4.1849,39.564886,99.70574669653467
0.001265,4.1861,39.536234,99.7057590600957
-0.001078,4.1861,39.519549,99.70574852419152
-0.000574,4.1863,39.528173,99.70574291416465
0.005704,4.186,39.546864,99.70579866258522
0.000904,4.1858,39.533559,99.70580749788893
0.003733,4.1863,39.556469,99.70584398261089
0.00076,4.1852,39.556885,99.70585141052103
0.000996,4.1853,39.518706,99.7058611449928
0.002237,4.1859,39.532812,99.70588300846
7.58e-05,4.1851,39.529318,99.7058837492963
0.003353,4.1866,39.519382,99.70591652006316
0.001342,4.1862,39.523053,99.70592963618878
0.004241,4.1855,39.524625,99.70597108588228
0.004501,4.1858,39.570115,99.70601507670294
0.008175,4.1855,39.544227,99.70609497560518
0.008569,4.1868,39.542712,99.70617872529245
0.005926,4.1863,39.547931,99.70623664344468
0.006997,4.1861,39.565825,99.70630502908614
0.006232,4.1871,39.541926,99.70636593794958
0.005482,4.1858,39.51899,99.70641951663852
0.008175,4.1871,39.529168,99.70649941554076
-0.003472,4.1859,39.543726,99.70646548171952
-0.004413,4.1866,39.539891,99.70642235097266
-0.002148,4.1874,39.523387,99.70640135735285
-0.002533,4.1869,39.564533,99.70637660091012
0.000956,4.1864,39.553832,99.70638594443923
0.007213,4.1863,39.540976,99.70645644117096
0.003107,4.1862,39.553068,99.7064868076406
-0.005483,4.1863,39.559094,99.70643321917808
-0.001604,4.1871,39.55813,99.70641754237818
-0.000453,4.1869,39.562168,99.70641311495278
-0.003683,4.1875,39.569282,99.70637711890912
0.004677,4.1863,39.567112,99.7064228298774
0.006203,4.187,39.567379,99.70648345530743
0.006326,4.1868,39.58761,99.7065452828861
0.00649,4.1861,39.576643,99.7066087133296
0.000875,4.186,39.552228,99.70661726519984
0.0033,4.1861,39.546529,99.70664951796772
0.005408,4.1859,39.545473,99.70670237341275
0.001386,4.1868,39.560247,99.70671591957527
0.000859,4.1864,39.554213,99.7067243150685
0.003837,4.1868,39.540723,99.70676181624133
0.004267,4.1875,39.533943,99.70680352004754
0.006958,4.1873,39.531389,99.70687152451993
0.007415,4.1879,39.522811,99.70694399551198
0.005178,4.1859,39.544007,99.70699460303685
-0.003077,4.1856,39.542919,99.7069645297742
-0.002632,4.1861,39.528813,99.70693880574842
-0.00059,4.1888,39.538643,99.70693303934446
0.004308,4.1864,39.567679,99.7069751438669
0.004605,4.1872,39.570884,99.70702015113842
0.00289,4.1861,39.54637,99.70704839674424
-0.002781,4.1869,39.572119,99.70702121645712
-0.000512,4.1881,39.552123,99.70701621239132
0.000909,4.1861,39.572695,99.70702509656284
0.001989,4.1864,39.541931,99.70704453618563
0.000704,4.1867,39.557445,99.70705141677612
0.000446,4.1859,39.548217,99.70705577578656
0.008697,4.1875,39.540344,99.70714077649028
0.004743,4.1875,39.50511,99.70718713251392
0.003301,4.1866,39.538808,99.70721939505536
0.001926,4.1874,39.537943,99.70723821894352
-0.001153,4.1865,39.508899,99.70722695002188
0.007302,4.1868,39.532479,99.70729831660098
0.002883,4.1865,39.533529,99.70732649379184
0.000391,4.1878,39.521455,99.70733031525614
-0.000221,4.1876,39.527791,99.70732815529806
0.003542,4.187,39.547539,99.70736277326893
0.000365,4.1867,39.541008,99.70736634062052
-0.001127,4.1878,39.539578,99.7073553258116
0.002662,4.1871,39.574747,99.70738134304436
-0.000487,4.1869,39.567401,99.7073765833177
0.003472,4.1872,39.556409,99.70741051713892
3.01e-05,4.1866,39.573328,99.70741081132326
0.003181,4.1867,39.558042,99.70744190103676
0.000717,4.1873,39.573606,99.70744890868362
-0.00014,4.1872,39.551771,99.70744754038438
0.000717,4.1879,39.571977,99.7074545480312
0.000983,4.1877,39.549886,99.70746415544662
0.000365,4.1871,39.55741,99.7074677227982
0.005482,4.1867,39.56327,99.70752130148716
0.0,4.188,39.559851,99.70752130148716
0.005567,4.1884,39.545572,99.7075757109292
-0.000813,4.187,39.55258,99.70756776502002
-0.001044,4.1865,39.5639,99.70755756141708
0.000729,4.1884,39.557326,99.70756468634671
-0.000331,4.1879,39.570393,99.70756145129636
0.002426,4.188,39.586647,99.70758516196751
0.000581,4.1866,39.543535,99.7075908404094
0.003201,4.1869,39.574492,99.70762212559424
0.001006,4.1874,39.543852,99.70763195780164
0.005592,4.1867,39.550661,99.70768661158284
0.001714,4.1869,39.550431,99.707703363475
0.001549,4.1873,39.566027,99.70771850272878
0.000884,4.1881,39.558122,99.70772714256114
0.003045,4.1877,39.581534,99.70775690306968
-0.000242,4.1878,39.574028,99.7077545378667
0.001658,4.1869,39.591997,99.70777074243917
0.005704,4.1879,39.566142,99.70782649085976
0.007621,4.1869,39.610922,99.7079009752064
0.008821,4.1871,39.563375,99.7079871878323
0.008245,4.1876,39.551992,99.70806777088416
0.003848,4.1879,39.555347,99.7081053795662
0.006293,4.1886,39.567407,99.7081668846172
0.006415,4.1862,39.567592,99.70822958204322
0.00225,4.1874,39.552648,99.70825157256677
0.00127,4.1878,39.55046,99.70826398499564
